chr,start,end,dmr_id,2mo,9mo,18mo,gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,old-young
chr2,32564744,32564787,chr2-32564744-32564787,0.7,0.61,0.45,chr2,32533332,32571756,ENSMUSG00000039157.8,+,Fam102a,protein_coding,-0.24999999999999994
chr2,32750865,32751150,chr2-32750865-32751150,0.34,0.49,0.56,chr2,32719055,32757512,ENSMUSG00000059013.8,+,Sh2d3c,protein_coding,0.22000000000000003
chr2,32751566,32751630,chr2-32751566-32751630,0.46,0.63,0.69,chr2,32719055,32757512,ENSMUSG00000059013.8,+,Sh2d3c,protein_coding,0.22999999999999993
chr2,33160594,33160803,chr2-33160594-33160803,0.45,0.34,0.21,chr2,33131417,33373486,ENSMUSG00000038831.12,-,Ralgps1,protein_coding,-0.24000000000000002
chr2,33179342,33179455,chr2-33179342-33179455,0.47,0.23,0.19,chr2,33175902,33183881,ENSMUSG00000085087.1,+,Gm13528,antisense,-0.27999999999999997
chr2,33179342,33179455,chr2-33179342-33179455,0.47,0.23,0.19,chr2,33131417,33373486,ENSMUSG00000038831.12,-,Ralgps1,protein_coding,-0.27999999999999997
chr2,33180024,33180054,chr2-33180024-33180054,0.32,0.14,0.12,chr2,33175902,33183881,ENSMUSG00000085087.1,+,Gm13528,antisense,-0.2
chr2,33180024,33180054,chr2-33180024-33180054,0.32,0.14,0.12,chr2,33131417,33373486,ENSMUSG00000038831.12,-,Ralgps1,protein_coding,-0.2
chr2,33196571,33196678,chr2-33196571-33196678,0.39,0.27,0.15,chr2,33131417,33373486,ENSMUSG00000038831.12,-,Ralgps1,protein_coding,-0.24000000000000002
chr2,33205213,33205332,chr2-33205213-33205332,0.38,0.23,0.18,chr2,33131417,33373486,ENSMUSG00000038831.12,-,Ralgps1,protein_coding,-0.2
chr2,33217172,33217206,chr2-33217172-33217206,0.71,0.58,0.5,chr2,33214069,33249717,ENSMUSG00000004105.7,+,Angptl2,protein_coding,-0.20999999999999996
chr2,33217172,33217206,chr2-33217172-33217206,0.71,0.58,0.5,chr2,33131417,33373486,ENSMUSG00000038831.12,-,Ralgps1,protein_coding,-0.20999999999999996
chr2,33221289,33221460,chr2-33221289-33221460,0.55,0.36,0.34,chr2,33214069,33249717,ENSMUSG00000004105.7,+,Angptl2,protein_coding,-0.21000000000000002
chr2,33221289,33221460,chr2-33221289-33221460,0.55,0.36,0.34,chr2,33131417,33373486,ENSMUSG00000038831.12,-,Ralgps1,protein_coding,-0.21000000000000002
chr2,33302751,33302810,chr2-33302751-33302810,0.67,0.86,0.87,chr2,33131417,33373486,ENSMUSG00000038831.12,-,Ralgps1,protein_coding,0.19999999999999996
chr2,33627191,33627209,chr2-33627191-33627209,0.5,0.72,0.64,chr2,33558965,33642511,ENSMUSG00000038765.9,-,Lmx1b,protein_coding,0.14
chr2,33772579,33772639,chr2-33772579-33772639,0.35,0.53,0.57,chr2,33727953,33889946,ENSMUSG00000038740.5,-,Mvb12b,protein_coding,0.21999999999999997
chr2,33848166,33848282,chr2-33848166-33848282,0.72,0.54,0.48,chr2,33727953,33889946,ENSMUSG00000038740.5,-,Mvb12b,protein_coding,-0.24
chr2,34085461,34085475,chr2-34085461-34085475,0.55,0.37,0.26,chr2,34016289,34109735,ENSMUSG00000087461.2,-,C230014O12Rik,lincRNA,-0.29000000000000004
chr2,34250472,34251004,chr2-34250472-34251004,0.37,0.21,0.13,chr2,34169457,34375142,ENSMUSG00000038718.11,-,Pbx3,protein_coding,-0.24
chr2,35286637,35286672,chr2-35286637-35286672,0.29,0.42,0.51,chr2,35277663,35309892,ENSMUSG00000026879.10,+,Gsn,protein_coding,0.22000000000000003
chr2,35729911,35729934,chr2-35729911-35729934,0.57,0.41,0.33,chr2,35556266,35732994,ENSMUSG00000026883.13,+,Dab2ip,protein_coding,-0.23999999999999994
chr2,38354449,38354465,chr2-38354449-38354465,0.53,0.68,0.74,chr2,38337281,38371733,ENSMUSG00000000247.7,+,Lhx2,protein_coding,0.20999999999999996
chr2,38355634,38355667,chr2-38355634-38355667,0.46,0.55,0.74,chr2,38337281,38371733,ENSMUSG00000000247.7,+,Lhx2,protein_coding,0.27999999999999997
chr2,42537641,42537688,chr2-42537641-42537688,0.57,0.46,0.35,chr2,40593248,42655598,ENSMUSG00000049252.13,-,Lrp1b,protein_coding,-0.21999999999999997
chr2,44299294,44299310,chr2-44299294-44299310,0.5,0.21,0.2,chr2,43746824,44397953,ENSMUSG00000049744.11,+,Arhgap15,protein_coding,-0.3
chr2,44646581,44646586,chr2-44646581-44646586,0.37,0.25,0.12,chr2,44562412,44929657,ENSMUSG00000036890.9,-,Gtdc1,protein_coding,-0.25
chr2,45043071,45043674,chr2-45043071-45043674,0.66,0.47,0.41,chr2,44981634,45119395,ENSMUSG00000026872.12,-,Zeb2,protein_coding,-0.25000000000000006
chr2,45113557,45114110,chr2-45113557-45114110,0.33,0.12,0.07,chr2,45109138,45116087,ENSMUSG00000052248.11,+,Zeb2os,antisense,-0.26
chr2,45113557,45114110,chr2-45113557-45114110,0.33,0.12,0.07,chr2,45110488,45114548,ENSMUSG00000098654.1,+,Gm27676,misc_RNA,-0.26
chr2,45113557,45114110,chr2-45113557-45114110,0.33,0.12,0.07,chr2,45111313,45115415,ENSMUSG00000099117.1,+,Gm27404,misc_RNA,-0.26
chr2,45113557,45114110,chr2-45113557-45114110,0.33,0.12,0.07,chr2,45111908,45115984,ENSMUSG00000098367.1,+,Gm27645,misc_RNA,-0.26
chr2,45113557,45114110,chr2-45113557-45114110,0.33,0.12,0.07,chr2,44981634,45119395,ENSMUSG00000026872.12,-,Zeb2,protein_coding,-0.26
chr2,48153700,48153805,chr2-48153700-48153805,0.49,0.54,0.7,chr2,48060548,48459245,ENSMUSG00000086353.1,-,Gm13481,lincRNA,0.20999999999999996
chr2,49803612,49803744,chr2-49803612-49803744,0.71,0.56,0.46,chr2,49785688,49950849,ENSMUSG00000026765.8,+,Lypd6b,protein_coding,-0.24999999999999994
chr2,49817578,49817622,chr2-49817578-49817622,0.7,0.44,0.38,chr2,49785688,49950849,ENSMUSG00000026765.8,+,Lypd6b,protein_coding,-0.31999999999999995
chr2,49840724,49840910,chr2-49840724-49840910,0.37,0.21,0.14,chr2,49785688,49950849,ENSMUSG00000026765.8,+,Lypd6b,protein_coding,-0.22999999999999998
chr2,49841272,49841284,chr2-49841272-49841284,0.75,0.64,0.43,chr2,49785688,49950849,ENSMUSG00000026765.8,+,Lypd6b,protein_coding,-0.32
chr2,50078720,50078779,chr2-50078720-50078779,0.7,0.76,0.9,chr2,50064429,50195569,ENSMUSG00000050447.11,+,Lypd6,protein_coding,0.20000000000000007
chr2,50165527,50165615,chr2-50165527-50165615,0.78,0.66,0.54,chr2,50064429,50195569,ENSMUSG00000050447.11,+,Lypd6,protein_coding,-0.24
chr2,51146201,51146243,chr2-51146201-51146243,0.73,0.51,0.49,chr2,51128438,51151111,ENSMUSG00000017144.4,-,Rnd3,protein_coding,-0.24
chr2,52040938,52041043,chr2-52040938-52041043,0.53,0.32,0.38,chr2,52036009,52058686,ENSMUSG00000053475.5,+,Tnfaip6,protein_coding,-0.15000000000000002
chr2,52518849,52519027,chr2-52518849-52519027,0.39,0.16,0.11,chr2,52426320,52678831,ENSMUSG00000017412.11,-,Cacnb4,protein_coding,-0.28
chr2,52873437,52873521,chr2-52873437-52873521,0.25,0.06,0.04,chr2,52855860,53136202,ENSMUSG00000036053.12,+,Fmnl2,protein_coding,-0.21
chr2,52958286,52958422,chr2-52958286-52958422,0.46,0.26,0.23,chr2,52855860,53136202,ENSMUSG00000036053.12,+,Fmnl2,protein_coding,-0.23
chr2,52974665,52974682,chr2-52974665-52974682,0.75,0.62,0.48,chr2,52855860,53136202,ENSMUSG00000036053.12,+,Fmnl2,protein_coding,-0.27
chr2,52981274,52981426,chr2-52981274-52981426,0.28,0.19,0.07,chr2,52855860,53136202,ENSMUSG00000036053.12,+,Fmnl2,protein_coding,-0.21000000000000002
chr2,52985045,52985061,chr2-52985045-52985061,0.76,0.67,0.54,chr2,52855860,53136202,ENSMUSG00000036053.12,+,Fmnl2,protein_coding,-0.21999999999999997
chr2,53050495,53050535,chr2-53050495-53050535,0.46,0.27,0.19,chr2,52855860,53136202,ENSMUSG00000036053.12,+,Fmnl2,protein_coding,-0.27
chr2,58616056,58616102,chr2-58616056-58616102,0.43,0.24,0.17,chr2,58565298,58794971,ENSMUSG00000026839.12,+,Upp2,protein_coding,-0.26
chr2,59163893,59163955,chr2-59163893-59163955,0.34,0.15,0.1,chr2,59158850,59357208,ENSMUSG00000026991.16,+,Pkp4,protein_coding,-0.24000000000000002
chr2,59193774,59193845,chr2-59193774-59193845,0.41,0.25,0.21,chr2,59158850,59357208,ENSMUSG00000026991.16,+,Pkp4,protein_coding,-0.19999999999999998
chr2,59286468,59286554,chr2-59286468-59286554,0.26,0.1,0.06,chr2,59158850,59357208,ENSMUSG00000026991.16,+,Pkp4,protein_coding,-0.2
chr2,59313060,59313074,chr2-59313060-59313074,0.34,0.2,0.11,chr2,59158850,59357208,ENSMUSG00000026991.16,+,Pkp4,protein_coding,-0.23000000000000004
chr2,59614418,59614440,chr2-59614418-59614440,0.57,0.34,0.34,chr2,59610042,59848149,ENSMUSG00000035168.12,+,Tanc1,protein_coding,-0.22999999999999993
chr2,59629856,59629932,chr2-59629856-59629932,0.57,0.4,0.36,chr2,59610042,59848149,ENSMUSG00000035168.12,+,Tanc1,protein_coding,-0.20999999999999996
chr2,59647235,59647358,chr2-59647235-59647358,0.45,0.28,0.2,chr2,59610042,59848149,ENSMUSG00000035168.12,+,Tanc1,protein_coding,-0.25
chr2,59656926,59656971,chr2-59656926-59656971,0.46,0.31,0.26,chr2,59610042,59848149,ENSMUSG00000035168.12,+,Tanc1,protein_coding,-0.2
chr2,59671031,59671097,chr2-59671031-59671097,0.44,0.32,0.15,chr2,59610042,59848149,ENSMUSG00000035168.12,+,Tanc1,protein_coding,-0.29000000000000004
chr2,59672508,59672571,chr2-59672508-59672571,0.69,0.59,0.46,chr2,59610042,59848149,ENSMUSG00000035168.12,+,Tanc1,protein_coding,-0.22999999999999993
chr2,59691278,59691291,chr2-59691278-59691291,0.29,0.14,0.07,chr2,59610042,59848149,ENSMUSG00000035168.12,+,Tanc1,protein_coding,-0.21999999999999997
chr2,59710100,59710275,chr2-59710100-59710275,0.61,0.44,0.37,chr2,59610042,59848149,ENSMUSG00000035168.12,+,Tanc1,protein_coding,-0.24
chr2,60797628,60797666,chr2-60797628-60797666,0.42,0.64,0.59,chr2,60748193,60965192,ENSMUSG00000026970.12,-,Rbms1,protein_coding,0.16999999999999998
chr2,60797714,60797729,chr2-60797714-60797729,0.45,0.67,0.66,chr2,60748193,60965192,ENSMUSG00000026970.12,-,Rbms1,protein_coding,0.21000000000000002
chr2,60799420,60799491,chr2-60799420-60799491,0.59,0.76,0.81,chr2,60748193,60965192,ENSMUSG00000026970.12,-,Rbms1,protein_coding,0.22000000000000008
chr2,60802040,60802061,chr2-60802040-60802061,0.31,0.54,0.48,chr2,60748193,60965192,ENSMUSG00000026970.12,-,Rbms1,protein_coding,0.16999999999999998
chr2,60936821,60936845,chr2-60936821-60936845,0.64,0.74,0.85,chr2,60748193,60965192,ENSMUSG00000026970.12,-,Rbms1,protein_coding,0.20999999999999996
chr2,61811555,61811621,chr2-61811555-61811621,0.44,0.38,0.58,chr2,61800930,61816114,ENSMUSG00000035033.11,+,Tbr1,protein_coding,0.13999999999999996
chr2,62234430,62234445,chr2-62234430-62234445,0.9,0.77,0.64,chr2,62044462,62328730,ENSMUSG00000026904.13,+,Slc4a10,protein_coding,-0.26
chr2,63970273,63970412,chr2-63970273-63970412,0.44,0.34,0.23,chr2,63969507,64100038,ENSMUSG00000075324.9,-,Fign,protein_coding,-0.21
chr2,63971377,63971462,chr2-63971377-63971462,0.33,0.15,0.12,chr2,63969507,64100038,ENSMUSG00000075324.9,-,Fign,protein_coding,-0.21000000000000002
chr2,63975986,63976029,chr2-63975986-63976029,0.67,0.51,0.4,chr2,63969507,64100038,ENSMUSG00000075324.9,-,Fign,protein_coding,-0.27
chr2,64090898,64090901,chr2-64090898-64090901,0.82,0.64,0.61,chr2,63969507,64100038,ENSMUSG00000075324.9,-,Fign,protein_coding,-0.20999999999999996
chr2,65004583,65004741,chr2-65004583-65004741,0.61,0.52,0.4,chr2,64910476,65026987,ENSMUSG00000026888.10,-,Grb14,protein_coding,-0.20999999999999996
chr2,65121120,65121316,chr2-65121120-65121316,0.54,0.41,0.28,chr2,65086339,65241403,ENSMUSG00000034903.14,-,Cobll1,protein_coding,-0.26
chr2,65124517,65124592,chr2-65124517-65124592,0.41,0.24,0.2,chr2,65086339,65241403,ENSMUSG00000034903.14,-,Cobll1,protein_coding,-0.20999999999999996
chr2,65189549,65189643,chr2-65189549-65189643,0.47,0.34,0.24,chr2,65086339,65241403,ENSMUSG00000034903.14,-,Cobll1,protein_coding,-0.22999999999999998
chr2,65210782,65210987,chr2-65210782-65210987,0.5,0.31,0.28,chr2,65086339,65241403,ENSMUSG00000034903.14,-,Cobll1,protein_coding,-0.21999999999999997
chr2,65237181,65237294,chr2-65237181-65237294,0.39,0.23,0.19,chr2,65236756,65241675,ENSMUSG00000086881.1,+,Gm13594,antisense,-0.2
chr2,65237181,65237294,chr2-65237181-65237294,0.39,0.23,0.19,chr2,65086339,65241403,ENSMUSG00000034903.14,-,Cobll1,protein_coding,-0.2
chr2,65237434,65237461,chr2-65237434-65237461,0.44,0.25,0.2,chr2,65236756,65241675,ENSMUSG00000086881.1,+,Gm13594,antisense,-0.24
chr2,65237434,65237461,chr2-65237434-65237461,0.44,0.25,0.2,chr2,65086339,65241403,ENSMUSG00000034903.14,-,Cobll1,protein_coding,-0.24
chr2,65894246,65894339,chr2-65894246-65894339,0.62,0.75,0.85,chr2,65843767,66033546,ENSMUSG00000044647.12,+,Csrnp3,protein_coding,0.22999999999999998
chr2,66233373,66233403,chr2-66233373-66233403,0.41,0.6,0.61,chr2,66182327,66258617,ENSMUSG00000034848.13,-,Ttc21b,protein_coding,0.2
chr2,66383883,66383901,chr2-66383883-66383901,0.33,0.42,0.54,chr2,66268781,66442840,ENSMUSG00000064329.9,-,Scn1a,protein_coding,0.21000000000000002
chr2,66487964,66487991,chr2-66487964-66487991,0.74,0.93,0.95,chr2,66438880,66548026,ENSMUSG00000087301.3,+,Gm13629,antisense,0.20999999999999996
chr2,66487964,66487991,chr2-66487964-66487991,0.74,0.93,0.95,chr2,66478080,66636962,ENSMUSG00000075316.7,-,Scn9a,protein_coding,0.20999999999999996
chr2,67489297,67489318,chr2-67489297-67489318,0.22,0.31,0.42,chr2,67444002,67528614,ENSMUSG00000027022.9,+,Xirp2,protein_coding,0.19999999999999998
chr2,67489297,67489318,chr2-67489297-67489318,0.22,0.31,0.42,chr2,67489044,67518525,ENSMUSG00000087467.1,-,Gm13601,antisense,0.19999999999999998
chr2,67595083,67595087,chr2-67595083-67595087,0.79,0.66,0.59,chr2,67563871,68124689,ENSMUSG00000034780.6,+,B3galt1,protein_coding,-0.20000000000000007
chr2,68473104,68473140,chr2-68473104-68473140,0.82,0.68,0.57,chr2,68208445,68474268,ENSMUSG00000027030.11,-,Stk39,protein_coding,-0.25
chr2,69434784,69434841,chr2-69434784-69434841,0.65,0.5,0.44,chr2,69422340,69588065,ENSMUSG00000027070.10,-,Lrp2,protein_coding,-0.21000000000000002
chr2,70105441,70105517,chr2-70105441-70105517,0.53,0.62,0.76,chr2,70037126,70431198,ENSMUSG00000042064.9,+,Myo3b,protein_coding,0.22999999999999998
chr2,70196043,70196125,chr2-70196043-70196125,0.37,0.51,0.57,chr2,70037126,70431198,ENSMUSG00000042064.9,+,Myo3b,protein_coding,0.19999999999999996
chr2,70317958,70318077,chr2-70317958-70318077,0.58,0.7,0.8,chr2,70037126,70431198,ENSMUSG00000042064.9,+,Myo3b,protein_coding,0.22000000000000008
chr2,70473897,70473904,chr2-70473897-70473904,0.46,0.56,0.67,chr2,70472923,70479729,ENSMUSG00000075304.2,+,Sp5,protein_coding,0.21000000000000002
chr2,71341212,71341238,chr2-71341212-71341238,0.32,0.08,0.14,chr2,71269063,71369749,ENSMUSG00000027010.12,-,Slc25a12,protein_coding,-0.18
chr2,72479097,72479142,chr2-72479097-72479142,0.41,0.58,0.62,chr2,72474159,72488893,ENSMUSG00000055612.11,+,Cdca7,protein_coding,0.21000000000000002
chr2,73158555,73158564,chr2-73158555-73158564,0.22,0.35,0.45,chr2,73090801,73220924,ENSMUSG00000027108.11,-,Ola1,protein_coding,0.23
chr2,73458614,73458629,chr2-73458614-73458629,0.59,0.51,0.38,chr2,73457705,73479602,ENSMUSG00000086069.1,+,Gm13708,lincRNA,-0.20999999999999996
chr2,73458614,73458629,chr2-73458614-73458629,0.59,0.51,0.38,chr2,73427610,73531734,ENSMUSG00000075284.6,-,Wipf1,protein_coding,-0.20999999999999996
chr2,73657322,73657335,chr2-73657322-73657335,0.63,0.48,0.38,chr2,73656270,73662263,ENSMUSG00000085838.1,+,Chn1os1,antisense,-0.25
chr2,73657322,73657335,chr2-73657322-73657335,0.63,0.48,0.38,chr2,73608660,73777346,ENSMUSG00000056486.13,-,Chn1,protein_coding,-0.25
chr2,75139706,75140147,chr2-75139706-75140147,0.53,0.59,0.74,chr2,75122871,75139798,ENSMUSG00000087333.1,-,Gm13652,lincRNA,0.20999999999999996
chr2,75139706,75140147,chr2-75139706-75140147,0.53,0.59,0.74,chr2,75136842,75324897,ENSMUSG00000100303.1,+,2600014E21Rik,antisense,0.20999999999999996
chr2,75286123,75286526,chr2-75286123-75286526,0.38,0.57,0.6,chr2,75136842,75324897,ENSMUSG00000100303.1,+,2600014E21Rik,antisense,0.21999999999999997
chr2,77771507,77771512,chr2-77771507-77771512,0.84,0.71,0.6,chr2,77408634,77821639,ENSMUSG00000027016.13,-,Zfp385b,protein_coding,-0.24
chr2,79273175,79273208,chr2-79273175-79273208,0.53,0.65,0.79,chr2,79253426,79335123,ENSMUSG00000027009.14,+,Itga4,protein_coding,0.26
chr2,79428187,79428305,chr2-79428187-79428305,0.43,0.58,0.64,chr2,79328543,79458785,ENSMUSG00000075256.5,-,Cerkl,protein_coding,0.21000000000000002
chr2,79637435,79637459,chr2-79637435-79637459,0.62,0.46,0.32,chr2,79633352,79674966,ENSMUSG00000027007.12,+,Ssfa2,protein_coding,-0.3
chr2,84474902,84474985,chr2-84474902-84474985,0.43,0.54,0.63,chr2,84430855,84478775,ENSMUSG00000027082.11,-,Tfpi,protein_coding,0.2
chr2,84885535,84885600,chr2-84885535-84885600,0.2,0.4,0.36,chr2,84869924,84888710,ENSMUSG00000050896.8,-,Rtn4rl2,protein_coding,0.15999999999999998
chr2,90484005,90484038,chr2-90484005-90484038,0.72,0.38,0.31,chr2,90477236,90490425,ENSMUSG00000085471.1,+,4933423P22Rik,antisense,-0.41
chr2,90484005,90484038,chr2-90484005-90484038,0.72,0.38,0.31,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.41
chr2,90490383,90490437,chr2-90490383-90490437,0.6,0.46,0.36,chr2,90477236,90490425,ENSMUSG00000085471.1,+,4933423P22Rik,antisense,-0.24
chr2,90490383,90490437,chr2-90490383-90490437,0.6,0.46,0.36,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.24
chr2,90505093,90505207,chr2-90505093-90505207,0.69,0.61,0.47,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.21999999999999997
chr2,90509417,90509427,chr2-90509417-90509427,0.37,0.23,0.14,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.22999999999999998
chr2,90510957,90511749,chr2-90510957-90511749,0.76,0.61,0.54,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.21999999999999997
chr2,90526730,90526826,chr2-90526730-90526826,0.62,0.42,0.28,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.33999999999999997
chr2,90527224,90527421,chr2-90527224-90527421,0.7,0.45,0.39,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.30999999999999994
chr2,90533592,90533841,chr2-90533592-90533841,0.53,0.45,0.31,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.22000000000000003
chr2,90536454,90536646,chr2-90536454-90536646,0.47,0.37,0.27,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.19999999999999996
chr2,90543525,90543797,chr2-90543525-90543797,0.37,0.12,0.06,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.31
chr2,90547671,90547704,chr2-90547671-90547704,0.74,0.46,0.31,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.43
chr2,90550488,90550685,chr2-90550488-90550685,0.67,0.53,0.38,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.29000000000000004
chr2,90555755,90555891,chr2-90555755-90555891,0.4,0.2,0.14,chr2,90427754,90582647,ENSMUSG00000025314.12,-,Ptprj,protein_coding,-0.26
chr2,90722144,90722160,chr2-90722144-90722160,0.65,0.81,0.87,chr2,90675215,90738328,ENSMUSG00000051329.9,+,Nup160,protein_coding,0.21999999999999997
chr2,90885072,90885080,chr2-90885072-90885080,0.46,0.62,0.66,chr2,90883860,90892525,ENSMUSG00000040794.5,+,C1qtnf4,protein_coding,0.2
chr2,91470952,91470986,chr2-91470952-91470986,0.55,0.38,0.31,chr2,91455511,91515779,ENSMUSG00000027253.11,+,Lrp4,protein_coding,-0.24000000000000005
chr2,91476534,91476652,chr2-91476534-91476652,0.54,0.3,0.3,chr2,91455511,91515779,ENSMUSG00000027253.11,+,Lrp4,protein_coding,-0.24000000000000005
chr2,91532475,91532521,chr2-91532475-91532521,0.18,0.35,0.4,chr2,91524762,91622664,ENSMUSG00000040549.12,+,Ckap5,protein_coding,0.22000000000000003
chr2,91948998,91949018,chr2-91948998-91949018,0.66,0.44,0.43,chr2,91930824,91977864,ENSMUSG00000040479.7,-,Dgkz,protein_coding,-0.23000000000000004
chr2,91948998,91949018,chr2-91948998-91949018,0.66,0.44,0.43,chr2,91943703,91949655,ENSMUSG00000095332.1,+,Gm9821,protein_coding,-0.23000000000000004
chr2,91984808,91984885,chr2-91984808-91984885,0.03,0.15,0.34,chr2,91980328,92026502,ENSMUSG00000027230.9,-,Creb3l1,protein_coding,0.31000000000000005
chr2,92387070,92387079,chr2-92387070-92387079,0.63,0.49,0.4,chr2,92380538,92387708,ENSMUSG00000044916.6,+,1700029I15Rik,protein_coding,-0.22999999999999998
chr2,92387070,92387079,chr2-92387070-92387079,0.63,0.49,0.4,chr2,92381676,92403263,ENSMUSG00000027223.11,-,Mapk8ip1,protein_coding,-0.22999999999999998
chr2,92387070,92387079,chr2-92387070-92387079,0.63,0.49,0.4,chr2,92385384,92389446,ENSMUSG00000099093.1,-,Mir7000,miRNA,-0.22999999999999998
chr2,92396260,92396385,chr2-92396260-92396385,0.46,0.27,0.24,chr2,92381676,92403263,ENSMUSG00000027223.11,-,Mapk8ip1,protein_coding,-0.22000000000000003
chr2,92426633,92426664,chr2-92426633-92426664,0.5,0.3,0.26,chr2,92406892,92434308,ENSMUSG00000084781.1,+,D930015M05Rik,processed_transcript,-0.24
chr2,92426633,92426664,chr2-92426633-92426664,0.5,0.3,0.26,chr2,92401646,92436043,ENSMUSG00000068742.7,-,Cry2,protein_coding,-0.24
chr2,92427182,92427211,chr2-92427182-92427211,0.37,0.2,0.14,chr2,92406892,92434308,ENSMUSG00000084781.1,+,D930015M05Rik,processed_transcript,-0.22999999999999998
chr2,92427182,92427211,chr2-92427182-92427211,0.37,0.2,0.14,chr2,92401646,92436043,ENSMUSG00000068742.7,-,Cry2,protein_coding,-0.22999999999999998
chr2,92432234,92432244,chr2-92432234-92432244,0.34,0.2,0.11,chr2,92406892,92434308,ENSMUSG00000084781.1,+,D930015M05Rik,processed_transcript,-0.23000000000000004
chr2,92432234,92432244,chr2-92432234-92432244,0.34,0.2,0.11,chr2,92401646,92436043,ENSMUSG00000068742.7,-,Cry2,protein_coding,-0.23000000000000004
chr2,93649574,93649585,chr2-93649574-93649585,0.3,0.43,0.51,chr2,93640384,93683339,ENSMUSG00000040310.8,+,Alx4,protein_coding,0.21000000000000002
chr2,96320149,96320222,chr2-96320149-96320222,0.54,0.35,0.22,chr2,96316169,97633666,ENSMUSG00000050587.10,+,Lrrc4c,protein_coding,-0.32000000000000006
chr2,96766069,96766198,chr2-96766069-96766198,0.52,0.62,0.73,chr2,96316169,97633666,ENSMUSG00000050587.10,+,Lrrc4c,protein_coding,0.20999999999999996
chr2,97556687,97557231,chr2-97556687-97557231,0.67,0.59,0.46,chr2,96316169,97633666,ENSMUSG00000050587.10,+,Lrrc4c,protein_coding,-0.21000000000000002
chr2,98662826,98662903,chr2-98662826-98662903,0.22,0.27,0.47,chr2,98660237,98666083,ENSMUSG00000075015.3,+,Gm10801,protein_coding,0.24999999999999997
chr2,101756423,101756641,chr2-101756423-101756641,0.54,0.75,0.61,chr2,101712285,101885027,ENSMUSG00000032841.11,-,Prr5l,protein_coding,0.06999999999999995
chr2,101983671,101983674,chr2-101983671-101983674,0.49,0.28,0.27,chr2,101948203,102188385,ENSMUSG00000048058.13,-,Ldlrad3,protein_coding,-0.21999999999999997
chr2,102130538,102130555,chr2-102130538-102130555,0.4,0.25,0.18,chr2,101948203,102188385,ENSMUSG00000048058.13,-,Ldlrad3,protein_coding,-0.22000000000000003
chr2,102130693,102130767,chr2-102130693-102130767,0.45,0.21,0.23,chr2,101948203,102188385,ENSMUSG00000048058.13,-,Ldlrad3,protein_coding,-0.22
chr2,102181055,102181109,chr2-102181055-102181109,0.47,0.32,0.23,chr2,101948203,102188385,ENSMUSG00000048058.13,-,Ldlrad3,protein_coding,-0.23999999999999996
chr2,102882705,102882723,chr2-102882705-102882723,0.46,0.67,0.6,chr2,102809141,102903665,ENSMUSG00000005087.13,-,Cd44,protein_coding,0.13999999999999996
chr2,103570522,103570753,chr2-103570522-103570753,0.55,0.74,0.78,chr2,103564310,103720423,ENSMUSG00000032724.5,+,Abtb2,protein_coding,0.22999999999999998
chr2,104142951,104142962,chr2-104142951-104142962,0.51,0.68,0.73,chr2,104141073,104412334,ENSMUSG00000068373.10,-,D430041D05Rik,protein_coding,0.21999999999999997
chr2,104324013,104324042,chr2-104324013-104324042,0.48,0.64,0.69,chr2,104141073,104412334,ENSMUSG00000068373.10,-,D430041D05Rik,protein_coding,0.20999999999999996
chr2,104652473,104652509,chr2-104652473-104652509,0.52,0.7,0.74,chr2,104588523,104667429,ENSMUSG00000027176.8,+,Cstf3,protein_coding,0.21999999999999997
chr2,104714383,104714399,chr2-104714383-104714399,0.55,0.69,0.75,chr2,104711926,104718379,ENSMUSG00000074997.3,-,Pin1rt1,protein_coding,0.19999999999999996
chr2,104741173,104741271,chr2-104741173-104741271,0.43,0.25,0.21,chr2,104719784,104744878,ENSMUSG00000027173.7,-,Depdc7,protein_coding,-0.22
chr2,104741901,104742106,chr2-104741901-104742106,0.52,0.36,0.25,chr2,104719784,104744878,ENSMUSG00000027173.7,-,Depdc7,protein_coding,-0.27
chr2,104798709,104798883,chr2-104798709-104798883,0.59,0.81,0.75,chr2,104752795,104818696,ENSMUSG00000074994.4,-,Qser1,protein_coding,0.16000000000000003
chr2,105672600,105672607,chr2-105672600-105672607,0.42,0.53,0.63,chr2,105666900,105699364,ENSMUSG00000027168.17,+,Pax6,protein_coding,0.21000000000000002
