chr,start,end,dmr_id,2mo,9mo,18mo,gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,old-young
chr17,73194636,73194691,chr17-73194636-73194691,0.48,0.3,0.21,chr17,73191912,73196016,ENSMUSG00000088224.1,+,Gm25406,snoRNA,-0.27
chr17,73194636,73194691,chr17-73194636-73194691,0.48,0.3,0.21,chr17,73105985,73245368,ENSMUSG00000054469.9,+,Lclat1,protein_coding,-0.27
chr17,73194900,73195050,chr17-73194900-73195050,0.74,0.52,0.4,chr17,73191912,73196016,ENSMUSG00000088224.1,+,Gm25406,snoRNA,-0.33999999999999997
chr17,73194900,73195050,chr17-73194900-73195050,0.74,0.52,0.4,chr17,73105985,73245368,ENSMUSG00000054469.9,+,Lclat1,protein_coding,-0.33999999999999997
chr17,73361519,73361538,chr17-73361519-73361538,0.66,0.5,0.32,chr17,73304464,73401296,ENSMUSG00000043705.6,-,Capn13,protein_coding,-0.34
chr17,73602024,73602237,chr17-73602024-73602237,0.64,0.53,0.43,chr17,73491228,73712453,ENSMUSG00000024064.9,-,Galnt14,protein_coding,-0.21000000000000002
chr17,73606334,73606410,chr17-73606334-73606410,0.44,0.26,0.2,chr17,73491228,73712453,ENSMUSG00000024064.9,-,Galnt14,protein_coding,-0.24
chr17,73647290,73647364,chr17-73647290-73647364,0.69,0.45,0.36,chr17,73491228,73712453,ENSMUSG00000024064.9,-,Galnt14,protein_coding,-0.32999999999999996
chr17,73926547,73926639,chr17-73926547-73926639,0.63,0.5,0.41,chr17,73881908,73952182,ENSMUSG00000024066.8,-,Xdh,protein_coding,-0.22000000000000003
chr17,74388507,74388680,chr17-74388507-74388680,0.72,0.59,0.52,chr17,74336987,74393113,ENSMUSG00000024068.6,+,Spast,protein_coding,-0.19999999999999996
chr17,74699521,74699628,chr17-74699521-74699628,0.66,0.46,0.39,chr17,74526295,74705356,ENSMUSG00000024073.10,+,Birc6,protein_coding,-0.27
chr17,75034497,75034507,chr17-75034497-75034507,0.89,0.79,0.68,chr17,75003568,75394512,ENSMUSG00000001870.11,+,Ltbp1,protein_coding,-0.20999999999999996
chr17,78304089,78304115,chr17-78304089-78304115,0.61,0.45,0.4,chr17,78300661,78304746,ENSMUSG00000092979.1,+,Gm25069,miRNA,-0.20999999999999996
chr17,78304089,78304115,chr17-78304089-78304115,0.61,0.45,0.4,chr17,78198248,78378592,ENSMUSG00000024074.7,+,Crim1,protein_coding,-0.20999999999999996
chr17,78304273,78304306,chr17-78304273-78304306,0.73,0.59,0.5,chr17,78300661,78304746,ENSMUSG00000092979.1,+,Gm25069,miRNA,-0.22999999999999998
chr17,78304273,78304306,chr17-78304273-78304306,0.73,0.59,0.5,chr17,78198248,78378592,ENSMUSG00000024074.7,+,Crim1,protein_coding,-0.22999999999999998
chr17,78333416,78333454,chr17-78333416-78333454,0.89,0.78,0.68,chr17,78198248,78378592,ENSMUSG00000024074.7,+,Crim1,protein_coding,-0.20999999999999996
chr17,78403940,78404115,chr17-78403940-78404115,0.81,0.7,0.59,chr17,78375885,78420131,ENSMUSG00000056121.11,-,Fez2,protein_coding,-0.22000000000000008
chr17,80564698,80564871,chr17-80564698-80564871,0.56,0.44,0.35,chr17,80521550,80565834,ENSMUSG00000033966.7,-,Cdkl4,protein_coding,-0.21000000000000008
chr17,80948898,80948910,chr17-80948898-80948910,0.42,0.63,0.61,chr17,80942632,81003816,ENSMUSG00000024245.4,+,Tmem178,protein_coding,0.19
chr17,80958436,80958440,chr17-80958436-80958440,0.37,0.24,0.14,chr17,80942632,81003816,ENSMUSG00000024245.4,+,Tmem178,protein_coding,-0.22999999999999998
chr17,80971333,80971387,chr17-80971333-80971387,0.44,0.65,0.56,chr17,80942632,81003816,ENSMUSG00000024245.4,+,Tmem178,protein_coding,0.12000000000000005
chr17,83480991,83481210,chr17-83480991-83481210,0.74,0.6,0.53,chr17,83348931,83482361,ENSMUSG00000032624.11,+,Eml4,protein_coding,-0.20999999999999996
chr17,83607926,83608106,chr17-83607926-83608106,0.67,0.54,0.42,chr17,83583957,83633895,ENSMUSG00000045053.1,-,Kcng3,protein_coding,-0.25000000000000006
chr17,83769719,83769725,chr17-83769719-83769725,0.59,0.41,0.36,chr17,83704163,83823516,ENSMUSG00000055817.13,+,Mta3,protein_coding,-0.22999999999999998
chr17,84013198,84013205,chr17-84013198-84013205,0.5,0.36,0.25,chr17,84010992,84019056,ENSMUSG00000103015.1,-,RP23-127L4.1,TEC,-0.25
chr17,84724086,84724149,chr17-84724086-84724149,0.72,0.63,0.48,chr17,84703247,84792789,ENSMUSG00000024120.8,-,Lrpprc,protein_coding,-0.24
chr17,85040147,85040175,chr17-85040147-85040175,0.88,0.77,0.64,chr17,85026347,85066243,ENSMUSG00000024131.7,+,Slc3a1,protein_coding,-0.24
chr17,86082801,86082964,chr17-86082801-86082964,0.39,0.56,0.61,chr17,85982665,86147175,ENSMUSG00000024135.9,-,Srbd1,protein_coding,0.21999999999999997
chr17,86379460,86379473,chr17-86379460-86379473,0.52,0.34,0.31,chr17,86165785,86659919,ENSMUSG00000045038.10,+,Prkce,protein_coding,-0.21000000000000002
chr17,86584916,86584977,chr17-86584916-86584977,0.79,0.7,0.58,chr17,86165785,86659919,ENSMUSG00000045038.10,+,Prkce,protein_coding,-0.21000000000000008
chr17,86781905,86782006,chr17-86781905-86782006,0.51,0.36,0.31,chr17,86751907,86835410,ENSMUSG00000024140.9,+,Epas1,protein_coding,-0.2
chr17,86785381,86785455,chr17-86785381-86785455,0.44,0.17,0.14,chr17,86751907,86835410,ENSMUSG00000024140.9,+,Epas1,protein_coding,-0.3
chr17,86966951,86966977,chr17-86966951-86966977,0.66,0.49,0.37,chr17,86961082,87002069,ENSMUSG00000024143.10,+,Rhoq,protein_coding,-0.29000000000000004
chr17,86967047,86967054,chr17-86967047-86967054,0.63,0.53,0.38,chr17,86961082,87002069,ENSMUSG00000024143.10,+,Rhoq,protein_coding,-0.25
chr17,86968508,86968627,chr17-86968508-86968627,0.59,0.45,0.34,chr17,86961082,87002069,ENSMUSG00000024143.10,+,Rhoq,protein_coding,-0.24999999999999994
chr17,87305214,87305219,chr17-87305214-87305219,0.63,0.58,0.4,chr17,87280886,87383769,ENSMUSG00000036918.11,+,Ttc7,protein_coding,-0.22999999999999998
chr17,87435093,87435100,chr17-87435093-87435100,0.4,0.28,0.17,chr17,87431412,87448935,ENSMUSG00000036438.8,-,Calm2,protein_coding,-0.23
chr17,87775092,87775159,chr17-87775092-87775159,0.65,0.45,0.25,chr17,87743837,87799994,ENSMUSG00000050138.7,-,Kcnk12,protein_coding,-0.4
chr17,88484723,88484726,chr17-88484723-88484726,0.8,0.64,0.5,chr17,88438711,88492533,ENSMUSG00000034998.14,+,Foxn2,protein_coding,-0.30000000000000004
chr17,88586059,88586103,chr17-88586059-88586103,0.53,0.42,0.32,chr17,88528118,88590367,ENSMUSG00000034709.8,+,Ppp1r21,protein_coding,-0.21000000000000002
chr17,91067220,91067339,chr17-91067220-91067339,0.83,0.75,0.63,chr17,90031644,91094805,ENSMUSG00000024109.14,-,Nrxn1,protein_coding,-0.19999999999999996
chr18,5048029,5048076,chr18-5048029-5048076,0.58,0.4,0.37,chr18,4918540,5121299,ENSMUSG00000024236.13,+,Svil,protein_coding,-0.20999999999999996
chr18,5102128,5102227,chr18-5102128-5102227,0.29,0.52,0.4,chr18,4918540,5121299,ENSMUSG00000024236.13,+,Svil,protein_coding,0.11000000000000004
chr18,5772547,5772562,chr18-5772547-5772562,0.87,0.77,0.66,chr18,5589860,5777467,ENSMUSG00000024238.9,+,Zeb1,protein_coding,-0.20999999999999996
chr18,7457873,7457937,chr18-7457873-7457937,0.57,0.43,0.35,chr18,7345962,7628863,ENSMUSG00000057440.7,-,Mpp7,protein_coding,-0.21999999999999997
chr18,11077591,11077602,chr18-11077591-11077602,0.6,0.38,0.59,chr18,11050510,11087635,ENSMUSG00000005836.8,+,Gata6,protein_coding,-0.010000000000000009
chr18,12018165,12018355,chr18-12018165-12018355,0.39,0.25,0.17,chr18,11979303,12123480,ENSMUSG00000049411.9,-,Tmem241,protein_coding,-0.22
chr18,12295108,12295124,chr18-12295108-12295124,0.43,0.36,0.2,chr18,12250362,12307720,ENSMUSG00000057766.9,-,Ankrd29,protein_coding,-0.22999999999999998
chr18,13911760,13911819,chr18-13911760-13911819,0.77,0.58,0.55,chr18,13685013,13974733,ENSMUSG00000024420.8,-,Zfp521,protein_coding,-0.21999999999999997
chr18,14977686,14977697,chr18-14977686-14977697,0.54,0.41,0.31,chr18,14966685,15153446,ENSMUSG00000036225.10,-,Kctd1,protein_coding,-0.23000000000000004
chr18,15001926,15002127,chr18-15001926-15002127,0.47,0.31,0.25,chr18,14966685,15153446,ENSMUSG00000036225.10,-,Kctd1,protein_coding,-0.21999999999999997
chr18,15002214,15002389,chr18-15002214-15002389,0.73,0.55,0.43,chr18,14966685,15153446,ENSMUSG00000036225.10,-,Kctd1,protein_coding,-0.3
chr18,15128917,15129062,chr18-15128917-15129062,0.67,0.57,0.43,chr18,14966685,15153446,ENSMUSG00000036225.10,-,Kctd1,protein_coding,-0.24000000000000005
chr18,19960182,19960253,chr18-19960182-19960253,0.58,0.46,0.37,chr18,19958930,20004097,ENSMUSG00000059898.8,-,Dsc3,protein_coding,-0.20999999999999996
chr18,21893239,21893351,chr18-21893239-21893351,0.7,0.59,0.48,chr18,21808897,22173396,ENSMUSG00000024306.8,-,Ccdc178,protein_coding,-0.21999999999999997
chr18,22809873,22810069,chr18-22809873-22810069,0.48,0.73,0.65,chr18,22691181,23043653,ENSMUSG00000041923.11,-,Nol4,protein_coding,0.17000000000000004
chr18,23446835,23446864,chr18-23446835-23446864,0.83,0.77,0.63,chr18,23413415,23661714,ENSMUSG00000024302.11,+,Dtna,protein_coding,-0.19999999999999996
chr18,23781818,23781919,chr18-23781818-23781919,0.7,0.6,0.47,chr18,23750333,23895861,ENSMUSG00000024277.10,+,Mapre2,protein_coding,-0.22999999999999998
chr18,23856739,23856814,chr18-23856739-23856814,0.84,0.7,0.63,chr18,23750333,23895861,ENSMUSG00000024277.10,+,Mapre2,protein_coding,-0.20999999999999996
chr18,23873455,23873524,chr18-23873455-23873524,0.57,0.45,0.36,chr18,23750333,23895861,ENSMUSG00000024277.10,+,Mapre2,protein_coding,-0.20999999999999996
chr18,24590225,24590319,chr18-24590225-24590319,0.55,0.47,0.34,chr18,24577881,24605817,ENSMUSG00000024270.7,-,Slc39a6,protein_coding,-0.21000000000000002
chr18,24636547,24636615,chr18-24636547-24636615,0.68,0.52,0.43,chr18,24601961,24640830,ENSMUSG00000024271.7,+,Elp2,protein_coding,-0.25000000000000006
chr18,24666104,24666116,chr18-24666104-24666116,0.39,0.34,0.17,chr18,24651691,24703556,ENSMUSG00000039616.9,+,Mocos,protein_coding,-0.22
chr18,24936718,24936738,chr18-24936718-24936738,0.5,0.33,0.27,chr18,24707445,25135500,ENSMUSG00000034295.9,+,Fhod3,protein_coding,-0.22999999999999998
chr18,25367591,25367603,chr18-25367591-25367603,0.77,0.63,0.54,chr18,25166999,25469321,ENSMUSG00000033632.11,+,AW554918,protein_coding,-0.22999999999999998
chr18,25530188,25530308,chr18-25530188-25530308,0.57,0.37,0.28,chr18,25475632,25755983,ENSMUSG00000024268.11,-,Celf4,protein_coding,-0.2899999999999999
chr18,25690386,25690408,chr18-25690386-25690408,0.62,0.35,0.29,chr18,25475632,25755983,ENSMUSG00000024268.11,-,Celf4,protein_coding,-0.33
chr18,25730043,25730055,chr18-25730043-25730055,0.75,0.58,0.46,chr18,25475632,25755983,ENSMUSG00000024268.11,-,Celf4,protein_coding,-0.29
chr18,30285342,30285460,chr18-30285342-30285460,0.74,0.63,0.48,chr18,30270747,30350126,ENSMUSG00000033628.11,+,Pik3c3,protein_coding,-0.26
chr18,31121616,31121721,chr18-31121616-31121721,0.52,0.35,0.24,chr18,30971489,31319290,ENSMUSG00000057455.8,-,Rit2,protein_coding,-0.28
chr18,32071875,32071921,chr18-32071875-32071921,0.44,0.4,0.73,chr18,32065734,32106331,ENSMUSG00000024384.3,+,Iws1,protein_coding,0.29
chr18,32238186,32238199,chr18-32238186-32238199,0.68,0.54,0.45,chr18,32161089,32238751,ENSMUSG00000024383.8,+,Map3k2,protein_coding,-0.23000000000000004
chr18,32261805,32261874,chr18-32261805-32261874,0.73,0.62,0.46,chr18,32238300,32272151,ENSMUSG00000024382.9,+,Ercc3,protein_coding,-0.26999999999999996
chr18,32392290,32392330,chr18-32392290-32392330,0.71,0.55,0.48,chr18,32375217,32437736,ENSMUSG00000024381.11,+,Bin1,protein_coding,-0.22999999999999998
chr18,32395829,32395944,chr18-32395829-32395944,0.46,0.26,0.21,chr18,32375217,32437736,ENSMUSG00000024381.11,+,Bin1,protein_coding,-0.25
chr18,32880465,32880833,chr18-32880465-32880833,0.54,0.4,0.33,chr18,32878573,32882673,ENSMUSG00000098252.1,-,Mir6361,miRNA,-0.21000000000000002
chr18,34411013,34411063,chr18-34411013-34411063,0.14,0.35,0.22,chr18,34407423,34444789,ENSMUSG00000014503.10,+,Pkd2l2,protein_coding,0.07999999999999999
chr18,34596128,34596262,chr18-34596128-34596262,0.77,0.67,0.56,chr18,34577846,34599468,ENSMUSG00000049357.7,-,4933408B17Rik,protein_coding,-0.20999999999999996
chr18,35174326,35174336,chr18-35174326-35174336,0.67,0.81,0.87,chr18,35116888,35256773,ENSMUSG00000037815.6,+,Ctnna1,protein_coding,0.19999999999999996
chr18,35612691,35612827,chr18-35612691-35612827,0.64,0.46,0.33,chr18,35596617,35619186,ENSMUSG00000037058.10,+,Paip2,protein_coding,-0.31
chr18,35612691,35612827,chr18-35612691-35612827,0.64,0.46,0.33,chr18,35612604,35629244,ENSMUSG00000024354.7,-,Slc23a1,protein_coding,-0.31
chr18,36082793,36082807,chr18-36082793-36082807,0.55,0.37,0.34,chr18,36015707,36199380,ENSMUSG00000060275.7,-,Nrg2,protein_coding,-0.21000000000000002
chr18,36150044,36150058,chr18-36150044-36150058,0.15,0.35,0.3,chr18,36015707,36199380,ENSMUSG00000060275.7,-,Nrg2,protein_coding,0.15
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37749600,37843873,ENSMUSG00000104063.1,+,Pcdhgb7,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37753731,37843873,ENSMUSG00000102742.1,+,PCDHGB6,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37759801,37843870,ENSMUSG00000103081.1,+,Pcdhgb8,polymorphic_pseudogene,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37763580,37843873,ENSMUSG00000102428.1,+,PCDHGA12,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,36950741,37842200,ENSMUSG00000103458.1,+,PCDHA4,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,36967916,37835296,ENSMUSG00000102836.1,+,RP23-407E2.5,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,36973941,37835296,ENSMUSG00000103125.1,+,RP23-407E2.6,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37659793,37843873,ENSMUSG00000103144.1,+,Pcdhga1,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37666953,37843870,ENSMUSG00000103332.1,+,Pcdhga2,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37672307,37843873,ENSMUSG00000104346.1,+,PCDHGB6,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37678233,37843870,ENSMUSG00000103037.1,+,Pcdhgb1,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37683210,37843873,ENSMUSG00000103677.1,+,Pcdhga4,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37687828,37843873,ENSMUSG00000102748.1,+,Pcdhgb2,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37692380,37843873,ENSMUSG00000103567.1,+,Pcdhga5,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37705039,37843873,ENSMUSG00000103793.1,+,Pcdhga6,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37712764,37843873,ENSMUSG00000103472.1,+,Pcdhga7,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37718369,37843870,ENSMUSG00000103585.1,+,Pcdhgb4,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37723706,37843873,ENSMUSG00000103897.1,+,PCDHGB6,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37729009,37843873,ENSMUSG00000103749.1,+,Pcdhgb5,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37734936,37843870,ENSMUSG00000102440.1,+,PCDHGA9,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37740094,37843873,ENSMUSG00000103088.1,+,Pcdhgb6,protein_coding,-0.22999999999999998
chr18,37785587,37785651,chr18-37785587-37785651,0.77,0.66,0.54,chr18,37744993,37843873,ENSMUSG00000102222.1,+,Pcdhga10,protein_coding,-0.22999999999999998
chr18,38248211,38248248,chr18-38248211-38248248,0.65,0.56,0.44,chr18,38236405,38252565,ENSMUSG00000097080.3,-,1700086O06Rik,lincRNA,-0.21000000000000002
chr18,38795647,38795696,chr18-38795647-38795696,0.82,0.72,0.61,chr18,38599534,39378284,ENSMUSG00000036452.13,+,Arhgap26,protein_coding,-0.20999999999999996
chr18,38868393,38868582,chr18-38868393-38868582,0.66,0.51,0.43,chr18,38836673,38931404,ENSMUSG00000036585.11,-,Fgf1,protein_coding,-0.23000000000000004
chr18,38868393,38868582,chr18-38868393-38868582,0.66,0.51,0.43,chr18,38599534,39378284,ENSMUSG00000036452.13,+,Arhgap26,protein_coding,-0.23000000000000004
chr18,39188194,39188245,chr18-39188194-39188245,0.5,0.27,0.21,chr18,38599534,39378284,ENSMUSG00000036452.13,+,Arhgap26,protein_coding,-0.29000000000000004
chr18,39319610,39319613,chr18-39319610-39319613,0.56,0.3,0.24,chr18,38599534,39378284,ENSMUSG00000036452.13,+,Arhgap26,protein_coding,-0.32000000000000006
chr18,39431883,39431915,chr18-39431883-39431915,0.57,0.57,0.35,chr18,39408545,39493301,ENSMUSG00000024431.10,-,Nr3c1,protein_coding,-0.21999999999999997
chr18,40387952,40388010,chr18-40387952-40388010,0.55,0.38,0.32,chr18,40256361,40533168,ENSMUSG00000051401.6,+,Kctd16,protein_coding,-0.23000000000000004
chr18,40407193,40407327,chr18-40407193-40407327,0.67,0.58,0.45,chr18,40256361,40533168,ENSMUSG00000051401.6,+,Kctd16,protein_coding,-0.22000000000000003
chr18,42061375,42061427,chr18-42061375-42061427,0.54,0.42,0.32,chr18,42051667,42160960,ENSMUSG00000057719.6,+,Sh3rf2,protein_coding,-0.22000000000000003
chr18,42066338,42066355,chr18-42066338-42066355,0.48,0.36,0.22,chr18,42051667,42160960,ENSMUSG00000057719.6,+,Sh3rf2,protein_coding,-0.26
chr18,42212035,42212076,chr18-42212035-42212076,0.67,0.51,0.44,chr18,42200350,42264122,ENSMUSG00000024493.8,-,Lars,protein_coding,-0.23000000000000004
chr18,42690851,42690864,chr18-42690851-42690864,0.46,0.27,0.2,chr18,42635432,43061471,ENSMUSG00000024500.14,-,Ppp2r2b,protein_coding,-0.26
chr18,42731525,42731529,chr18-42731525-42731529,0.56,0.49,0.35,chr18,42635432,43061471,ENSMUSG00000024500.14,-,Ppp2r2b,protein_coding,-0.21000000000000008
chr18,42846409,42846467,chr18-42846409-42846467,0.8,0.62,0.57,chr18,42635432,43061471,ENSMUSG00000024500.14,-,Ppp2r2b,protein_coding,-0.2300000000000001
chr18,42864097,42864323,chr18-42864097-42864323,0.48,0.3,0.23,chr18,42635432,43061471,ENSMUSG00000024500.14,-,Ppp2r2b,protein_coding,-0.24999999999999997
chr18,44618193,44618260,chr18-44618193-44618260,0.43,0.28,0.22,chr18,44423061,44814182,ENSMUSG00000071856.6,-,Mcc,protein_coding,-0.21
chr18,44625752,44625810,chr18-44625752-44625810,0.68,0.63,0.45,chr18,44423061,44814182,ENSMUSG00000071856.6,-,Mcc,protein_coding,-0.23000000000000004
chr18,45677255,45677744,chr18-45677255-45677744,0.45,0.31,0.24,chr18,45266860,45688024,ENSMUSG00000054477.10,+,Kcnn2,protein_coding,-0.21000000000000002
chr18,46369096,46369259,chr18-46369096-46369259,0.43,0.29,0.22,chr18,46365365,46369485,ENSMUSG00000095541.1,+,Gm24617,miRNA,-0.21
chr18,50049067,50049110,chr18-50049067-50049110,0.65,0.44,0.39,chr18,50040730,50055844,ENSMUSG00000086600.4,-,C030005K06Rik,processed_transcript,-0.26
chr18,50049067,50049110,chr18-50049067-50049110,0.65,0.44,0.39,chr18,49977427,50109173,ENSMUSG00000062210.9,+,Tnfaip8,protein_coding,-0.26
chr18,50061069,50061357,chr18-50061069-50061357,0.72,0.59,0.48,chr18,49977427,50109173,ENSMUSG00000062210.9,+,Tnfaip8,protein_coding,-0.24
chr18,50078357,50078387,chr18-50078357-50078387,0.59,0.49,0.33,chr18,49977427,50109173,ENSMUSG00000062210.9,+,Tnfaip8,protein_coding,-0.25999999999999995
chr18,52834181,52834270,chr18-52834181-52834270,0.71,0.55,0.42,chr18,52765709,52917935,ENSMUSG00000024534.11,+,Sncaip,protein_coding,-0.29
chr18,53291032,53291037,chr18-53291032-53291037,0.64,0.45,0.38,chr18,53243662,53392823,ENSMUSG00000024535.11,+,Snx24,protein_coding,-0.26
chr18,53349398,53349407,chr18-53349398-53349407,0.55,0.42,0.3,chr18,53243662,53392823,ENSMUSG00000024535.11,+,Snx24,protein_coding,-0.25000000000000006
chr18,54948708,54948722,chr18-54948708-54948722,0.45,0.31,0.24,chr18,54886045,54992180,ENSMUSG00000052713.8,-,Zfp608,protein_coding,-0.21000000000000002
chr18,56451742,56451827,chr18-56451742-56451827,0.48,0.33,0.26,chr18,56430132,56505792,ENSMUSG00000001700.9,+,Gramd3,protein_coding,-0.21999999999999997
chr18,56781963,56781970,chr18-56781963-56781970,0.78,0.64,0.49,chr18,56767717,56803688,ENSMUSG00000087597.1,+,Gm15345,antisense,-0.29000000000000004
chr18,56781963,56781970,chr18-56781963-56781970,0.78,0.64,0.49,chr18,56759716,56927548,ENSMUSG00000032656.10,-,March3,protein_coding,-0.29000000000000004
chr18,57413645,57413677,chr18-57413645-57413677,0.63,0.42,0.33,chr18,57371455,57554397,ENSMUSG00000086607.3,-,4930511M06Rik,processed_transcript,-0.3
chr18,58088635,58088768,chr18-58088635-58088768,0.74,0.52,0.38,chr18,58006623,58211926,ENSMUSG00000024598.8,-,Fbn2,protein_coding,-0.36
chr18,58088963,58088979,chr18-58088963-58088979,0.34,0.14,0.13,chr18,58006623,58211926,ENSMUSG00000024598.8,-,Fbn2,protein_coding,-0.21000000000000002
chr18,60492188,60492192,chr18-60492188-60492192,0.53,0.47,0.32,chr18,60472193,60503983,ENSMUSG00000038059.6,-,Smim3,protein_coding,-0.21000000000000002
chr18,60492403,60492510,chr18-60492403-60492510,0.45,0.33,0.22,chr18,60472193,60503983,ENSMUSG00000038059.6,-,Smim3,protein_coding,-0.23
chr18,60608990,60609013,chr18-60608990-60609013,0.53,0.4,0.33,chr18,60591973,60662142,ENSMUSG00000043079.13,-,Synpo,protein_coding,-0.2
chr18,61062101,61062210,chr18-61062101-61062210,0.34,0.56,0.46,chr18,61043150,61087061,ENSMUSG00000024620.7,+,Pdgfrb,protein_coding,0.12
chr18,61345206,61345210,chr18-61345206-61345210,0.85,0.68,0.65,chr18,61296136,61402431,ENSMUSG00000033871.10,-,Ppargc1b,protein_coding,-0.19999999999999996
chr18,61352966,61352995,chr18-61352966-61352995,0.73,0.57,0.44,chr18,61296136,61402431,ENSMUSG00000033871.10,-,Ppargc1b,protein_coding,-0.29
chr18,61356861,61356994,chr18-61356861-61356994,0.57,0.41,0.36,chr18,61296136,61402431,ENSMUSG00000033871.10,-,Ppargc1b,protein_coding,-0.20999999999999996
chr18,61494592,61494752,chr18-61494592-61494752,0.5,0.36,0.25,chr18,61491794,61538536,ENSMUSG00000045094.7,-,Arhgef37,protein_coding,-0.25
chr18,61659057,61659105,chr18-61659057-61659105,0.64,0.48,0.41,chr18,61647625,61667537,ENSMUSG00000097324.4,-,Mir143hg,lincRNA,-0.23000000000000004
chr18,61746412,61746432,chr18-61746412-61746432,0.63,0.41,0.36,chr18,61728261,61788702,ENSMUSG00000033032.11,-,Afap1l1,protein_coding,-0.27
chr18,61871138,61871146,chr18-61871138-61871146,0.67,0.43,0.31,chr18,61797395,61913852,ENSMUSG00000032735.10,-,Ablim3,protein_coding,-0.36000000000000004
chr18,62335628,62335647,chr18-62335628-62335647,0.82,0.66,0.58,chr18,62322204,62469802,ENSMUSG00000026322.8,+,Htr4,protein_coding,-0.24
chr18,62352359,62352398,chr18-62352359-62352398,0.72,0.57,0.48,chr18,62322204,62469802,ENSMUSG00000026322.8,+,Htr4,protein_coding,-0.24
chr18,62407608,62407713,chr18-62407608-62407713,0.63,0.53,0.41,chr18,62322204,62469802,ENSMUSG00000026322.8,+,Htr4,protein_coding,-0.22000000000000003
chr18,62538469,62538555,chr18-62538469-62538555,0.59,0.46,0.38,chr18,62502069,62550743,ENSMUSG00000042211.6,-,Fbxo38,protein_coding,-0.20999999999999996
chr18,62543186,62543247,chr18-62543186-62543247,0.69,0.56,0.43,chr18,62502069,62550743,ENSMUSG00000042211.6,-,Fbxo38,protein_coding,-0.25999999999999995
chr18,62743275,62743314,chr18-62743275-62743314,0.56,0.38,0.28,chr18,62605539,62743387,ENSMUSG00000073551.4,-,Spink13,protein_coding,-0.28
chr18,63782470,63782474,chr18-63782470-63782474,0.7,0.53,0.48,chr18,63706695,63991760,ENSMUSG00000040560.9,+,Wdr7,protein_coding,-0.21999999999999997
chr18,63975368,63975568,chr18-63975368-63975568,0.57,0.41,0.34,chr18,63706695,63991760,ENSMUSG00000040560.9,+,Wdr7,protein_coding,-0.22999999999999993
chr18,63985670,63985850,chr18-63985670-63985850,0.9,0.72,0.65,chr18,63706695,63991760,ENSMUSG00000040560.9,+,Wdr7,protein_coding,-0.25
chr18,65040450,65040537,chr18-65040450-65040537,0.59,0.35,0.28,chr18,64885756,65219826,ENSMUSG00000024589.11,+,Nedd4l,protein_coding,-0.30999999999999994
chr18,65093741,65093760,chr18-65093741-65093760,0.67,0.44,0.37,chr18,64885756,65219826,ENSMUSG00000024589.11,+,Nedd4l,protein_coding,-0.30000000000000004
chr18,65114388,65114464,chr18-65114388-65114464,0.69,0.67,0.48,chr18,64885756,65219826,ENSMUSG00000024589.11,+,Nedd4l,protein_coding,-0.20999999999999996
