chr,start,end,log2(old/young),gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,2mo,9mo,18mo
chr5,113858872,113859373,0.3897840883540204,chr5,113838436,113912758,ENSMUSG00000004530.12,-,Coro1c,protein_coding,2.79257323587695,3.35123058859271,3.66116383809854
chr17,6960454,6960955,0.2736799009773431,chr17,6951011,6965156,ENSMUSG00000052031.8,-,Tagap1,protein_coding,2.423332996911,3.05239473992839,2.93116575847767
chr17,6960454,6960955,0.2736799009773431,chr17,6944446,6961196,ENSMUSG00000116618.1,+,Gm49719,lncRNA,2.423332996911,3.05239473992839,2.93116575847767
chr10,128518785,128519286,0.2933089069823407,chr10,128505965,128529871,ENSMUSG00000025366.8,-,Esyt1,protein_coding,4.62015727580087,5.53913590917075,5.66493407705786
chr10,128518785,128519286,0.2933089069823407,chr10,128518263,128549359,ENSMUSG00000100548.1,+,Gm29585,lncRNA,4.62015727580087,5.53913590917075,5.66493407705786
chr3,89337837,89338338,0.299792015241366,chr3,89329390,89342028,ENSMUSG00000028040.7,-,Efna4,protein_coding,2.73361891200844,3.47930309516313,3.36692991825135
chr3,89337837,89338338,0.299792015241366,chr3,89333850,89351831,ENSMUSG00000097004.1,+,4731419I09Rik,lncRNA,2.73361891200844,3.47930309516313,3.36692991825135
chr3,89337837,89338338,0.299792015241366,chr3,89334542,89353996,ENSMUSG00000028041.17,-,Adam15,protein_coding,2.73361891200844,3.47930309516313,3.36692991825135
chr14,64146635,64147136,0.3433841509411759,chr14,64118625,64459903,ENSMUSG00000054733.9,-,Msra,protein_coding,2.58468167276167,3.09152800582491,3.28126687829584
chr13,24984701,24985202,0.254191300080123,chr13,24939152,24996501,ENSMUSG00000021340.13,+,Gpld1,protein_coding,5.30278628901524,6.82697611412888,6.32789151671355
chr13,24984701,24985202,0.254191300080123,chr13,24983483,25024379,ENSMUSG00000021339.4,-,Mrs2,protein_coding,5.30278628901524,6.82697611412888,6.32789151671355
chr8,122300961,122301462,0.4105596420054305,chr8,122278141,122341251,ENSMUSG00000049577.15,+,Zfpm1,protein_coding,11.60788535691069,12.520119941163205,13.548350490257887
chr8,122300961,122301462,0.4105596420054305,chr8,119906841,124349722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,11.60788535691069,12.520119941163205,13.548350490257887
chr7,45699673,45700174,0.2610718430088387,chr7,45695843,45708682,ENSMUSG00000003273.14,+,Car11,protein_coding,5.66271795052827,7.26455717824449,6.78972703647369
chr17,29093478,29093979,0.355970029644076,chr17,29086976,29104727,ENSMUSG00000023067.14,+,Cdkn1a,protein_coding,4.03681975541769,5.64586299797944,5.16957823731513
chr17,29093478,29093979,0.355970029644076,chr17,29089416,29098461,ENSMUSG00000117050.1,-,1700023B13Rik,TEC,4.03681975541769,5.64586299797944,5.16957823731513
chr17,13853824,13854325,0.251270610391781,chr17,13756539,13910150,ENSMUSG00000068036.15,+,Afdn,protein_coding,4.73496306438692,5.20472436423687,5.6388627170714
chr19,47050675,47051176,0.2724338996209044,chr19,47029617,47054906,ENSMUSG00000025050.8,-,Pcgf6,protein_coding,5.47034068316785,6.63842492390021,6.61095199656654
chr19,47050675,47051176,0.2724338996209044,chr19,47050505,47059248,ENSMUSG00000117691.1,-,AC108814.1,processed_pseudogene,5.47034068316785,6.63842492390021,6.61095199656654
chr2,157039703,157040204,0.2872742010189869,chr2,157011799,157083254,ENSMUSG00000055485.6,-,Soga1,protein_coding,5.58514647175391,6.6064067972576,6.81952287645821
chr16,42926831,42927332,0.3478609214312621,chr16,42871881,43646602,ENSMUSG00000022708.16,+,Zbtb20,protein_coding,2.80188181332988,3.20181266426055,3.5680518381469
chr12,80518110,80518611,0.3202568554043832,chr12,80503206,80521954,ENSMUSG00000112701.1,+,2310002D06Rik,lncRNA,2.35817295474054,2.94922522074666,2.94606367846993
chr12,80518110,80518611,0.3202568554043832,chr12,80505951,80522916,ENSMUSG00000097801.1,-,Gm26777,lncRNA,2.35817295474054,2.94922522074666,2.94606367846993
chr12,80518110,80518611,0.3202568554043832,chr12,80514277,80634972,ENSMUSG00000021130.8,+,Galnt16,protein_coding,2.35817295474054,2.94922522074666,2.94606367846993
chr4,43669607,43670108,0.2850056236801067,chr4,43655622,43673145,ENSMUSG00000043633.6,-,Fam221b,protein_coding,4.56740867023431,5.75970522604203,5.56809759710815
chr4,43669607,43670108,0.2850056236801067,chr4,43664971,43696668,ENSMUSG00000078716.10,+,Tmem8b,protein_coding,4.56740867023431,5.75970522604203,5.56809759710815
chr11,73019316,73019817,0.3243704843946767,chr11,73011856,73022841,ENSMUSG00000086943.2,-,4732414G09Rik,lncRNA,4.11439123419205,5.43240882036207,5.15468031732287
chr11,73019316,73019817,0.3243704843946767,chr11,73015008,73046073,ENSMUSG00000020785.17,+,Camkk1,protein_coding,4.11439123419205,5.43240882036207,5.15468031732287
chr1,87186944,87187445,0.3330422067197169,chr1,87179313,87192405,ENSMUSG00000036480.9,+,Prss56,protein_coding,5.02352896542754,6.62063707576542,6.33161599671161
chr1,87186944,87187445,0.3330422067197169,chr1,87186607,87204070,ENSMUSG00000026251.13,+,Chrnd,protein_coding,5.02352896542754,6.62063707576542,6.33161599671161
chr4,128613198,128613699,0.3849378093091457,chr4,128611443,128622619,ENSMUSG00000062545.4,-,Tlr12,protein_coding,2.87324757380229,3.60737560173355,3.75427583805018
chr4,128613198,128613699,0.3849378093091457,chr4,128579539,128614098,ENSMUSG00000061894.15,-,Zscan20,protein_coding,2.87324757380229,3.60737560173355,3.75427583805018
chr2,30717326,30717827,0.2588695854690762,chr2,30709147,30724057,ENSMUSG00000075416.5,-,Gm14488,lncRNA,7.10554745573136,9.10026310575387,8.50671231558195
chr2,30717326,30717827,0.2588695854690762,chr2,30717210,30725293,ENSMUSG00000093091.1,+,Mir3089,miRNA,7.10554745573136,9.10026310575387,8.50671231558195
chr19,4309795,4310296,0.306460846534908,chr19,4282001,4310222,ENSMUSG00000024858.14,-,Grk2,protein_coding,4.62636299410282,5.13001540207079,5.72452575702691
chr8,36099556,36100057,0.3397618045260854,chr8,36090828,36151787,ENSMUSG00000050271.12,+,Prag1,protein_coding,3.16181347484291,4.16591403316567,4.00381599792058
chr1,106036916,106037417,0.3265170281650713,chr1,105986406,106038074,ENSMUSG00000038866.15,+,Zcchc2,protein_coding,4.38433998032682,5.32212416192642,5.50105695714297
chr3,89785341,89785842,0.2863689478021267,chr3,89769616,89788000,ENSMUSG00000042572.12,+,Ube2q1,protein_coding,4.48983719145995,5.50000264327423,5.47871007715458
chr5,139398307,139398808,0.2714436421561561,chr5,139373697,139400415,ENSMUSG00000044197.8,+,Gpr146,protein_coding,6.59667855497156,8.39586431961655,7.96666271586243
chr5,139398307,139398808,0.2714436421561561,chr5,139355739,139464527,ENSMUSG00000053553.11,-,3110082I17Rik,protein_coding,6.59667855497156,8.39586431961655,7.96666271586243
chr13,41339625,41340126,0.2559768139724974,chr13,41305581,41491362,ENSMUSG00000021365.15,-,Nedd9,protein_coding,3.35729360135429,3.22315808202229,4.01126495791671
chr8,109962005,109962506,0.290295633897448,chr8,109943914,109966203,ENSMUSG00000001672.14,-,Marveld3,protein_coding,4.16713983975861,5.31856659229947,5.09881311735188
chr11,60175789,60176290,0.2545554111297223,chr11,60101013,60203197,ENSMUSG00000062115.15,+,Rai1,protein_coding,4.98629465561585,6.23641955605416,5.95171903690892
chr15,97745329,97745830,0.2610373187032906,chr15,97740770,97771972,ENSMUSG00000022469.17,-,Rapgef3,protein_coding,5.54170644364027,6.65265520240803,6.64447231654913
chr19,40382748,40383249,0.3366534602720958,chr19,40290753,40517779,ENSMUSG00000025006.16,-,Sorbs1,protein_coding,3.47520224909132,3.85284790599353,4.39116191771941
chr10,40466514,40467015,0.429595255596774,chr10,40335564,40487818,ENSMUSG00000038481.13,+,Cdk19,protein_coding,2.50090447568536,3.30498218344228,3.37065439824942
chr12,73053774,73054275,0.3407962583823955,chr12,73036015,73057887,ENSMUSG00000051367.8,-,Six1,protein_coding,3.34177930559942,3.8065995008431,4.23473375780065
chr6,54326497,54326998,0.3666266006427235,chr6,54321835,54334201,ENSMUSG00000045725.5,+,Prr15,protein_coding,3.15250489738998,4.27975626122827,4.06713215788769
chr6,54326497,54326998,0.3666266006427235,chr6,54265681,54434221,ENSMUSG00000073067.10,-,9130019P16Rik,lncRNA,3.15250489738998,4.27975626122827,4.06713215788769
chr15,98805207,98805708,0.3461378643314003,chr15,98799777,98813490,ENSMUSG00000059213.7,-,Ddn,protein_coding,3.64275664324394,5.41817854185424,4.63325311759367
chr15,98805207,98805708,0.3461378643314003,chr15,98803024,98820077,ENSMUSG00000097414.2,+,B130046B21Rik,lncRNA,3.64275664324394,5.41817854185424,4.63325311759367
chr19,3581265,3581766,0.4263235413206565,chr19,3580828,3690564,ENSMUSG00000024913.16,-,Lrp5,protein_coding,2.78636751757501,3.37257600635445,3.74682687805405
chr7,81868026,81868527,0.3186374886054904,chr7,81855001,81888434,ENSMUSG00000038623.9,+,Tm6sf1,protein_coding,4.30987136070343,4.81694927489865,5.3781491172068
chr7,101301244,101301745,0.2885121827838104,chr7,101259034,101306251,ENSMUSG00000047767.17,-,Atg16l2,protein_coding,4.11439123419205,5.21183950349078,5.02804799738863
chr2,52958901,52959402,0.2626528788283191,chr2,52853860,53137804,ENSMUSG00000036053.17,+,Fmnl2,protein_coding,5.49826641552662,6.54592811359935,6.59977855657234
chr18,75527883,75528384,0.3779834883480334,chr18,75427224,75701554,ENSMUSG00000052928.9,-,Ctif,protein_coding,9.42258520183449,10.454885195353311,10.696195571960327
chr15,27494079,27494580,0.3511477646472344,chr15,27462677,27598909,ENSMUSG00000022265.7,+,Ank,protein_coding,2.54744736294998,3.05595230955535,3.25147103831132
chr6,115007695,115008196,0.3016362580654453,chr6,115000381,115041876,ENSMUSG00000030316.13,-,Tamm41,protein_coding,5.54791216194222,6.94437591181844,6.84186975644661
chr3,88771117,88771618,0.3157938600110999,chr3,88740700,88779164,ENSMUSG00000068923.14,-,Syt11,protein_coding,5.45482638741298,7.59185358392446,6.79345151647175
chr3,88771117,88771618,0.3157938600110999,chr3,88771216,88829587,ENSMUSG00000078684.8,+,5830417I10Rik,unprocessed_pseudogene,5.45482638741298,7.59185358392446,6.79345151647175
chr7,15975850,15976351,0.2804007269784878,chr7,15967883,15988654,ENSMUSG00000109984.1,+,Gm38948,lncRNA,4.75978593759472,5.92335342888202,5.78411743699596
chr7,15975850,15976351,0.2804007269784878,chr7,15966672,16051921,ENSMUSG00000070808.4,-,Bicra,protein_coding,4.75978593759472,5.92335342888202,5.78411743699596
chr9,41359910,41360411,0.4080266898867472,chr9,41323077,41720994,ENSMUSG00000074415.14,+,3110039I08Rik,lncRNA,2.16269282822915,2.93143737261188,2.87157407850862
chr5,140510004,140510505,0.2916571675208902,chr5,140501550,140529724,ENSMUSG00000036599.10,+,Chst12,protein_coding,5.03904326118241,6.00161996067505,6.17146335679479
chr19,9082407,9082908,0.273431138450376,chr19,9079636,9091958,ENSMUSG00000024653.2,-,Scgb1a1,protein_coding,7.03107883610797,8.60931849723392,8.50298783558389
chr3,108209689,108210190,0.2633025951378314,chr3,108198222,108214934,ENSMUSG00000048997.17,-,Atxn7l2,protein_coding,6.88524445601218,8.42076730700525,8.26834559570575
chr3,108209689,108210190,0.2633025951378314,chr3,108207472,108230648,ENSMUSG00000027887.11,-,Sypl2,protein_coding,6.88524445601218,8.42076730700525,8.26834559570575
chr10,86727485,86727986,0.4107907454713441,chr10,86701811,86780844,ENSMUSG00000044937.15,+,Ttc41,protein_coding,2.78016179927306,3.30498218344228,3.69840863807919
chr2,180272717,180273218,0.2591211878580658,chr2,180254540,180277496,ENSMUSG00000038990.14,-,Cables2,protein_coding,5.07317471184313,6.81274583562106,6.07462687684508
chr5,24598473,24598974,0.2837889760805461,chr5,24582741,24598556,ENSMUSG00000038181.16,+,Chpf2,protein_coding,6.09401537251371,7.69502310310619,7.42288863614485
chr5,24598473,24598974,0.2837889760805461,chr5,24586818,24628411,ENSMUSG00000028949.13,-,Smarcd3,protein_coding,6.09401537251371,7.69502310310619,7.42288863614485
chr4,141404715,141405216,0.4047225962177879,chr4,141394829,141415191,ENSMUSG00000086061.7,+,Gm13075,lncRNA,2.75533892606526,3.83506005785875,3.64999039810434
chr4,141404715,141405216,0.4047225962177879,chr4,141400353,141420014,ENSMUSG00000006216.10,-,Clcnkb,protein_coding,2.75533892606526,3.83506005785875,3.64999039810434
chr11,53456396,53456897,0.3410207503273002,chr11,53450804,53461110,ENSMUSG00000072963.2,-,Gm10447,lncRNA,3.22076779871142,4.22283514719697,4.08203007787996
chr11,53456396,53456897,0.3410207503273002,chr11,53453205,53471766,ENSMUSG00000018387.12,+,Shroom1,protein_coding,3.22076779871142,4.22283514719697,4.08203007787996
chr7,139556891,139557392,0.3876111492591405,chr7,139385109,139583652,ENSMUSG00000025477.14,+,Inpp5a,protein_coding,2.60329882766752,3.68564213352659,3.40789919823007
chr11,113648114,113648615,0.3149716331780911,chr11,113645169,113671054,ENSMUSG00000018661.17,+,Cog1,protein_coding,5.37415204948765,6.71669145569324,6.68916607652591
chr11,113648114,113648615,0.3149716331780911,chr11,113240853,113654079,ENSMUSG00000041654.15,-,Slc39a11,protein_coding,5.37415204948765,6.71669145569324,6.68916607652591
chr7,46396640,46397141,0.267237232990499,chr7,46392497,46442704,ENSMUSG00000058975.7,+,Kcnc1,protein_coding,4.8714888670298,5.48577236476641,5.86605599695341
chr8,124395382,124395883,0.319157249144633,chr8,124365049,124443658,ENSMUSG00000050751.14,-,Pgbd5,protein_coding,4.34710567051513,5.4537542381238,5.42656735718166
chr19,46045692,46046193,0.2851884048410041,chr19,46027570,46049214,ENSMUSG00000025223.15,-,Ldb1,protein_coding,4.92423747259636,6.2008438597846,6.00386175688183
chr19,46045692,46046193,0.2851884048410041,chr19,46040886,46076915,ENSMUSG00000055491.14,+,Pprc1,protein_coding,4.92423747259636,6.2008438597846,6.00386175688183
chr2,157464750,157465251,0.2744575797409446,chr2,157414444,157475862,ENSMUSG00000027646.15,+,Src,protein_coding,5.28416913410939,6.33247393598198,6.39493215667873
chr7,25305884,25306385,0.427003009802706,chr7,25297411,25308132,ENSMUSG00000058741.4,+,Prr19,protein_coding,3.75135671352804,4.9343490725882,5.04667039737896
chr7,25305884,25306385,0.427003009802706,chr7,25302106,25320195,ENSMUSG00000043843.16,+,Tmem145,protein_coding,3.75135671352804,4.9343490725882,5.04667039737896
chr5,73165596,73166097,0.3887939089614032,chr5,73015987,73260619,ENSMUSG00000070733.13,-,Fryl,protein_coding,2.44195015181685,3.61804831061442,3.1993283183384
chr8,120498233,120498734,0.276580855459907,chr8,120224456,120585390,ENSMUSG00000031822.20,+,Gse1,protein_coding,3.83513391060435,4.74224031273257,4.64815103758594
chr8,120498233,120498734,0.276580855459907,chr8,119906841,124349722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,3.83513391060435,4.74224031273257,4.64815103758594
chr4,41639017,41639518,0.2888144657850614,chr4,41634144,41644324,ENSMUSG00000028445.7,-,Enho,protein_coding,10.635017793811485,11.821125276074438,12.53228644220653
chr4,41639017,41639518,0.2888144657850614,chr4,41635378,41645416,ENSMUSG00000084761.1,+,Gm12406,lncRNA,10.635017793811485,11.821125276074438,12.53228644220653
chr4,41639017,41639518,0.2888144657850614,chr4,41638185,41647077,ENSMUSG00000087054.1,+,Gm12405,lncRNA,10.635017793811485,11.821125276074438,12.53228644220653
chr4,41639017,41639518,0.2888144657850614,chr4,41565775,41642158,ENSMUSG00000061322.15,+,Dnaic1,protein_coding,10.635017793811485,11.821125276074438,12.53228644220653
chr15,86182501,86183002,0.2532907756246277,chr15,86181728,86191152,ENSMUSG00000086424.1,+,Gm15569,lncRNA,4.79391738825544,5.54980861805162,5.71707679703078
chr15,86182501,86183002,0.2532907756246277,chr15,86135128,86190141,ENSMUSG00000035891.16,-,Cerk,protein_coding,4.79391738825544,5.54980861805162,5.71707679703078
chr19,44304857,44305358,0.328979147282842,chr19,44289674,44310864,ENSMUSG00000025203.6,+,Scd2,protein_coding,3.09665343267244,4.18370188130045,3.89208159797861
chr19,44304857,44305358,0.328979147282842,chr19,44299171,44307231,ENSMUSG00000093315.1,+,Mir5114,miRNA,3.09665343267244,4.18370188130045,3.89208159797861
chr5,146844780,146845281,0.251472751524035,chr5,146841071,146851726,ENSMUSG00000029641.8,+,Rasl11a,protein_coding,9.64368624122841,11.0177931346832,11.4862963140345
chr9,121641899,121642400,0.2722124612879015,chr9,121638716,121676954,ENSMUSG00000032528.5,+,Vipr1,protein_coding,5.59755790835781,6.09055920134896,6.76365567648723
chr9,121641899,121642400,0.2722124612879015,chr9,121573843,121646096,ENSMUSG00000032530.14,-,Lyzl4,protein_coding,5.59755790835781,6.09055920134896,6.76365567648723
chr2,154407242,154407743,0.3104814039189343,chr2,154372313,154412099,ENSMUSG00000027488.12,-,Snta1,protein_coding,3.86305964296312,5.15847595908644,4.7934057575105
chr12,108274431,108274932,0.4071343849408265,chr12,108199602,108279425,ENSMUSG00000084883.2,-,Ccdc85c,protein_coding,2.32404150407982,3.47574552553617,3.08386943839836
chr6,114296671,114297172,0.306374256257637,chr6,114278635,114321532,ENSMUSG00000030310.10,+,Slc6a1,protein_coding,2.41712727860905,2.82115271417624,2.99075743844672
chr12,33302028,33302529,0.372753720342572,chr12,33143693,33377185,ENSMUSG00000020564.17,+,Atxn7l1,protein_coding,3.20525350295655,3.94534471629439,4.1527951978432
chr16,10784130,10784631,0.3552286434723108,chr16,10783936,10792660,ENSMUSG00000043050.8,-,Tnp2,protein_coding,2.61881312342239,3.22315808202229,3.35203199825909
chr16,10784130,10784631,0.3552286434723108,chr16,10778240,10789536,ENSMUSG00000038037.5,-,Socs1,protein_coding,2.61881312342239,3.22315808202229,3.35203199825909
chr7,19388941,19389442,0.26527001340705,chr7,19382643,19390717,ENSMUSG00000076315.2,+,Mir343,miRNA,6.83249585044561,7.68079282459836,8.21620287573283
chr7,19388941,19389442,0.26527001340705,chr7,19378220,19396718,ENSMUSG00000097231.2,-,Gm26852,lncRNA,6.83249585044561,7.68079282459836,8.21620287573283
chr7,19388941,19389442,0.26527001340705,chr7,19378010,19399694,ENSMUSG00000030400.17,+,Ercc2,protein_coding,6.83249585044561,7.68079282459836,8.21620287573283
chr9,50893599,50894100,0.2934084062619473,chr9,50841301,50898229,ENSMUSG00000032058.14,+,Ppp2r1b,protein_coding,5.61307220411268,6.20440142941155,6.88283903642533
chr9,50893599,50894100,0.2934084062619473,chr9,50888801,51013073,ENSMUSG00000037112.16,-,Sik2,protein_coding,5.61307220411268,6.20440142941155,6.88283903642533
chr2,58357592,58358093,0.3002536168355909,chr2,58263453,58361895,ENSMUSG00000026834.13,-,Acvr1c,protein_coding,3.63965378409296,4.43273175518738,4.48427391767105
chr19,48205935,48206436,0.3240534234924626,chr19,48202025,48809505,ENSMUSG00000063434.6,+,Sorcs3,protein_coding,4.3502085296661,5.52490563066293,5.44891423717005
chr11,79660369,79660870,0.3147328420151737,chr11,79587212,79702023,ENSMUSG00000017639.13,+,Rab11fip4,protein_coding,3.71101954456537,4.36513793227522,4.61835519760141
chr2,30469708,30470209,0.2966187984698433,chr2,30467537,30478219,ENSMUSG00000089762.3,-,Ier5l,protein_coding,5.59755790835781,7.12225439316624,6.87911455642726
chr11,98035854,98036355,0.3992066808825827,chr11,98032623,98057462,ENSMUSG00000017400.10,-,Stac2,protein_coding,2.99736193984126,3.91688415927874,3.95539775794572
chr7,67228846,67229347,0.3538548885844513,chr7,67218544,67311330,ENSMUSG00000043831.12,+,Lysmd4,protein_coding,3.37280789710917,3.77458137420049,4.31294783776003
chr7,67228846,67229347,0.3538548885844513,chr7,67227163,67376858,ENSMUSG00000030557.17,-,Mef2a,protein_coding,3.37280789710917,3.77458137420049,4.31294783776003
chr4,151981318,151981819,0.2918762346232179,chr4,151978639,151992997,ENSMUSG00000039759.10,-,Thap3,protein_coding,6.97212451223946,8.64845176313044,8.54023263556454
chr4,151981318,151981819,0.2918762346232179,chr4,151929691,151986137,ENSMUSG00000039768.16,+,Dnajc11,protein_coding,6.97212451223946,8.64845176313044,8.54023263556454
chr15,25811648,25812149,0.4023776424949322,chr15,25618525,25817673,ENSMUSG00000022272.17,+,Myo10,protein_coding,2.92599617936885,3.85284790599353,3.86973471799021
chr17,24742805,24743306,0.3416728780294577,chr17,24732642,24746778,ENSMUSG00000075705.12,+,Msrb1,protein_coding,2.31163006747592,3.3192124619501,2.93116575847767
chr14,47086611,47087112,0.2617120929841633,chr14,46878854,47109815,ENSMUSG00000021838.17,+,Samd4,protein_coding,4.75668307844374,5.56048132693249,5.70590335703658
chr7,99468095,99468596,0.2602158933824862,chr7,99462004,99478022,ENSMUSG00000035298.8,+,Klhl35,protein_coding,7.35067332865834,8.69825773790783,8.80839519542527
chr7,73390371,73390872,0.2974472107412818,chr7,73371509,73423899,ENSMUSG00000070509.15,+,Rgma,protein_coding,3.6830938122066,4.54657398324998,4.52896767764784
chr4,111500018,111500519,0.3120702023625048,chr4,110393661,111668324,ENSMUSG00000061298.14,+,Agbl4,protein_coding,2.93530475682178,3.30142461381532,3.64626591810628
chr11,53470714,53471215,0.2875149393070965,chr11,53465749,53474479,ENSMUSG00000049427.2,-,Gm9837,TEC,3.03149339050198,3.70342998166137,3.70213311807726
chr11,53470714,53471215,0.2875149393070965,chr11,53453205,53471766,ENSMUSG00000018387.12,+,Shroom1,protein_coding,3.03149339050198,3.70342998166137,3.70213311807726
chr17,86166403,86166904,0.2760664624061522,chr17,86163785,86661919,ENSMUSG00000045038.14,+,Prkce,protein_coding,5.97610672477668,7.85867130594617,7.24038911623963
chr4,140701884,140702385,0.2582001128216881,chr4,140696541,140727220,ENSMUSG00000040945.13,+,Rcc2,protein_coding,6.03816390779617,7.45310836847317,7.22549119624737
chr7,19272337,19272838,0.3054584895285366,chr7,19272805,19284064,ENSMUSG00000030402.5,-,Ppm1n,protein_coding,3.50002512229912,4.25485327383957,4.32784575775229
chr7,19272337,19272838,0.3054584895285366,chr7,19252929,19275817,ENSMUSG00000030403.9,-,Vasp,protein_coding,3.50002512229912,4.25485327383957,4.32784575775229
chr2,144692279,144692780,0.2962188984616375,chr2,144595897,144772758,ENSMUSG00000027430.12,+,Dtd1,protein_coding,3.81961961484948,4.42205904630651,4.69284479756272
chr1,74802948,74803449,0.286535509165402,chr1,74787516,74808179,ENSMUSG00000026167.14,+,Wnt10a,protein_coding,4.08646550183328,5.05886400953167,4.98707871740991
chr10,61715495,61715996,0.3512672660018871,chr10,61711263,61743260,ENSMUSG00000020085.15,+,Aifm2,protein_coding,2.05409275794505,2.55433499215453,2.62203391863822
chr12,80724743,80725244,0.3843314354165715,chr12,80688591,80728214,ENSMUSG00000066438.6,+,Plekhd1,protein_coding,2.71189889795162,3.35478815821966,3.54198047816044
chr17,15247735,15248236,0.2531642673749126,chr17,15227581,15251917,ENSMUSG00000097624.2,-,Gm5091,lncRNA,5.20349479618406,5.72412952977247,6.20498367677738
chr17,45630255,45630756,0.3134980899014256,chr17,45626204,45663325,ENSMUSG00000058626.16,-,Capn11,protein_coding,4.92734033174734,6.07988649246809,6.126769596818
chr5,120649309,120649810,0.262000223290887,chr5,120644040,120652749,ENSMUSG00000089830.1,+,Gm15749,lncRNA,6.85731872365341,8.47057328178263,8.22737631572703
chr5,120649309,120649810,0.262000223290887,chr5,120644812,120683597,ENSMUSG00000029602.11,+,Rasal1,protein_coding,6.85731872365341,8.47057328178263,8.22737631572703
chr7,126704544,126705045,0.2860574831632629,chr7,126695773,126711787,ENSMUSG00000030707.15,-,Coro1a,protein_coding,5.30899200731719,7.53493246989316,6.47687071663617
chr7,44996722,44997223,0.3157490610077997,chr7,44993648,45006848,ENSMUSG00000003184.15,+,Irf3,protein_coding,3.55587658701665,4.48965286921868,4.42840671770006
chr7,44996722,44997223,0.3157490610077997,chr7,44982900,44998597,ENSMUSG00000087138.1,+,Gm15545,lncRNA,3.55587658701665,4.48965286921868,4.42840671770006
chr7,44996722,44997223,0.3157490610077997,chr7,44987222,45002712,ENSMUSG00000003190.12,-,Bcl2l12,protein_coding,3.55587658701665,4.48965286921868,4.42840671770006
chr7,145300829,145301330,0.3491262851308243,chr7,145296828,145313557,ENSMUSG00000031070.15,+,Mrgprf,protein_coding,2.65915029238506,3.51487879143269,3.38927679823975
chr9,44486276,44486777,0.2573214054995743,chr9,44477514,44487803,ENSMUSG00000111312.1,-,Gm47205,TEC,8.4087482991406,9.86514057554945,10.0560959947773
chr9,44486276,44486777,0.2573214054995743,chr9,44478825,44515896,ENSMUSG00000063382.6,+,Bcl9l,protein_coding,8.4087482991406,9.86514057554945,10.0560959947773
chr6,114864362,114864863,0.280769839897598,chr6,114639097,114864614,ENSMUSG00000030314.16,+,Atg7,protein_coding,3.67999095305563,4.56436183138476,4.47310047767685
chr6,114864362,114864863,0.280769839897598,chr6,114856628,114973994,ENSMUSG00000030315.15,-,Vgll4,protein_coding,3.67999095305563,4.56436183138476,4.47310047767685
chr18,77806729,77807230,0.370106381710402,chr18,77802314,77810666,ENSMUSG00000087838.1,-,Gm23954,misc_RNA,2.96633334833152,3.65718157651094,3.83621439800762
chr18,77806729,77807230,0.370106381710402,chr18,77785914,77886879,ENSMUSG00000025429.9,+,Pstpip2,protein_coding,2.96633334833152,3.65718157651094,3.83621439800762
chr12,112679205,112679706,0.3627984424922645,chr12,112674828,112686747,ENSMUSG00000037638.5,+,Zbtb42,protein_coding,2.9322018976708,3.81015707047005,3.77289823804051
chr16,91160645,91161146,0.3212421238463843,chr16,91134455,91163089,ENSMUSG00000116763.1,-,Gm41492,lncRNA,4.11439123419205,4.82406441415256,5.14350687732867
chr11,53519069,53519570,0.3127218026739381,chr11,53515257,53553565,ENSMUSG00000018398.18,+,Sept8,protein_coding,3.5993166151303,4.57147697063867,4.47310047767685
chr6,97323228,97323729,0.4207177250605703,chr6,97282867,97621541,ENSMUSG00000030064.16,-,Frmd4b,protein_coding,2.35507009558956,3.25517620866489,3.15463455836161
chr14,63372423,63372924,0.3670202346087766,chr14,63368836,63421037,ENSMUSG00000014453.4,-,Blk,protein_coding,3.38832219286404,4.20860486868914,4.37253951772908
chr10,67143595,67144096,0.304047246675645,chr10,67092125,67260326,ENSMUSG00000037876.17,+,Jmjd1c,protein_coding,3.30144213663675,3.80304193121614,4.07830559788189
chr17,28340980,28341481,0.2677149718845802,chr17,28327671,28354817,ENSMUSG00000002249.21,-,Tead3,protein_coding,5.29347771156232,6.60996436688456,6.3763097566884
chr3,51889710,51890211,0.3125459785912619,chr3,51880276,51890891,ENSMUSG00000102786.1,-,Gm38252,TEC,3.78859102333973,4.18370188130045,4.70774271755499
chr3,51889710,51890211,0.3125459785912619,chr3,51681907,52109076,ENSMUSG00000061143.15,-,Maml3,protein_coding,3.78859102333973,4.18370188130045,4.70774271755499
chr2,167660857,167661358,0.2853606237056704,chr2,167658109,167671697,ENSMUSG00000085914.1,+,Gm14320,lncRNA,5.66892366883022,7.34638127966448,6.91263487640985
chr2,167660857,167661358,0.2853606237056704,chr2,167603850,167665496,ENSMUSG00000089739.2,-,Gm20431,protein_coding,5.66892366883022,7.34638127966448,6.91263487640985
chr2,167660857,167661358,0.2853606237056704,chr2,167638608,167693822,ENSMUSG00000090213.1,-,Tmem189,protein_coding,5.66892366883022,7.34638127966448,6.91263487640985
chr9,121783799,121784300,0.3735892801916751,chr9,121773607,121787818,ENSMUSG00000074001.3,+,Klhl40,protein_coding,3.49071654484619,4.52167099586129,4.52524319764977
chr9,121783799,121784300,0.3735892801916751,chr9,121780016,121796507,ENSMUSG00000032523.11,-,Hhatl,protein_coding,3.49071654484619,4.52167099586129,4.52524319764977
